"Â Date","Â Venue","Â Team","Score","Margin","Win Odds","Win Paid","Line Odds","by","ratio","Line Paid","Round"
"18 Jul 15","Simonds","Bulldogs","64","-8","2.40","0.00","+8.5",":","1.91","1.91","2015 Round 16"
"18 Jul 15","Metricon","Suns","79","-15","2.25","0.00","+5.5",":","1.95","0.00","2015 Round 16"
"18 Jul 15","Metricon","Giants","94","+15","1.68","1.68","-5.5",":","1.85","1.85","2015 Round 16"
"18 Jul 15","Etihad","Magpies","56","-31","2.55","0.00","+10.5",":","1.91","0.00","2015 Round 16"
"18 Jul 15","Etihad","Eagles","87","+31","1.53","1.53","-10.5",":","1.91","1.91","2015 Round 16"
"18 Jul 15","Domain","Dockers","95","+42","1.14","1.14","-39.5",":","1.91","1.91","2015 Round 16"
"18 Jul 15","Domain","Blues","53","-42","6.25","0.00","+39.5",":","1.91","0.00","2015 Round 16"
"18 Jul 15","ANZ","Swans","57","-89","2.45","0.00","+10.5",":","1.85","0.00","2015 Round 16"
"18 Jul 15","ANZ","Hawks","146","+89","1.57","1.57","-10.5",":","1.95","1.95","2015 Round 16"
"19 Jul 15","MCG","Demons","60","+24","1.62","1.62","-8.5",":","1.95","1.95","2015 Round 16"
"19 Jul 15","MCG","Lions","36","-24","2.35","0.00","+8.5",":","1.85","0.00","2015 Round 16"
"19 Jul 15","Adelaide","Power","113","-3","1.55","0.00","-10.5",":","1.91","0.00","2015 Round 16"
"19 Jul 15","Adelaide","Crows","116","+3","2.50","2.50","+10.5",":","1.91","1.91","2015 Round 16"
"19 Jul 15","Etihad","Saints","73","-16","2.95","0.00","+16.5",":","1.91","1.91","2015 Round 16"
"19 Jul 15","Etihad","Tigers","89","+16","1.42","1.42","-16.5",":","1.91","0.00","2015 Round 16"
"24 Jul 15","Etihad","Blues","35","-138","15.00","0.00","+65.5",":","1.85","0.00","2015 Round 17"
"24 Jul 15","Etihad","Hawks","173","+138","1.02","1.02","-65.5",":","1.95","1.95","2015 Round 17"
"25 Jul 15","Adelaide","Crows","125","+45","1.22","1.22","-30.5",":","1.95","1.95","2015 Round 17"
"25 Jul 15","Adelaide","Suns","80","-45","4.50","0.00","+30.5",":","1.85","0.00","2015 Round 17"
"25 Jul 15","StarTrack","Giants","42","-27","1.83","0.00","-2.5",":","1.91","0.00","2015 Round 17"
"25 Jul 15","StarTrack","Cats","69","+27","2.00","2.00","+2.5",":","1.91","1.91","2015 Round 17"
"25 Jul 15","MCG","Tigers","78","-4","1.75","0.00","-2.5",":","1.85","0.00","2015 Round 17"
"25 Jul 15","MCG","Dockers","82","+4","2.10","2.10","+2.5",":","1.95","1.95","2015 Round 17"
"25 Jul 15","Gabba","Lions","38","-72","4.50","0.00","+30.5",":","1.95","0.00","2015 Round 17"
"25 Jul 15","Gabba","Kangaroos","110","+72","1.22","1.22","-30.5",":","1.85","1.85","2015 Round 17"
"25 Jul 15","Etihad","Bombers","116","-13","3.30","0.00","+18.5",":","1.95","1.95","2015 Round 17"
"25 Jul 15","Etihad","Power","129","+13","1.35","1.35","-18.5",":","1.85","0.00","2015 Round 17"
"26 Jul 15","Etihad","Bulldogs","104","+18","2.20","2.20","+5.5",":","1.91","1.91","2015 Round 17"
"26 Jul 15","Etihad","Magpies","86","-18","1.70","0.00","-5.5",":","1.91","0.00","2015 Round 17"
"26 Jul 15","Domain","Eagles","103","+52","1.33","1.33","-20.5",":","1.91","1.91","2015 Round 17"
"26 Jul 15","Domain","Swans","51","-52","3.45","0.00","+20.5",":","1.91","0.00","2015 Round 17"
"26 Jul 15","MCG","Demons","46","-37","2.10","0.00","+3.5",":","1.91","0.00","2015 Round 17"
"26 Jul 15","MCG","Saints","83","+37","1.77","1.77","-3.5",":","1.91","1.91","2015 Round 17"
"31 Jul 15","MCG","Hawks","53","-18","1.22","0.00","-34.5",":","1.95","0.00","2015 Round 18"
"31 Jul 15","MCG","Tigers","71","+18","4.50","4.50","+34.5",":","1.85","1.85","2015 Round 18"
"1 Aug 15","Simonds","Cats","113","+56","1.12","1.12","-40.5",":","1.91","1.91","2015 Round 18"
"1 Aug 15","Simonds","Lions","57","-56","6.75","0.00","+40.5",":","1.91","0.00","2015 Round 18"
"1 Aug 15","MCG","Magpies","54","-37","1.33","0.00","-22.5",":","1.91","0.00","2015 Round 18"
"1 Aug 15","MCG","Demons","91","+37","3.40","3.40","+22.5",":","1.91","1.91","2015 Round 18"
"1 Aug 15","SCG","Swans","117","+52","1.43","1.43","-16.5",":","1.95","1.95","2015 Round 18"
"1 Aug 15","SCG","Crows","65","-52","2.90","0.00","+16.5",":","1.85","0.00","2015 Round 18"
"1 Aug 15","Metricon","Suns","83","+0","8.50","4.25","+49.5",":","1.91","1.91","2015 Round 18"
"1 Aug 15","Metricon","Eagles","83","+0","1.08","0.54","-49.5",":","1.91","0.00","2015 Round 18"
"1 Aug 15","Etihad","Blues","54","-64","5.75","0.00","+36.5",":","1.91","0.00","2015 Round 18"
"1 Aug 15","Etihad","Kangaroos","118","+64","1.15","1.15","-36.5",":","1.91","1.91","2015 Round 18"
"2 Aug 15","Adelaide","Power","112","+63","1.20","1.20","-30.5",":","1.91","1.91","2015 Round 18"
"2 Aug 15","Adelaide","Saints","49","-63","4.75","0.00","+30.5",":","1.91","0.00","2015 Round 18"
"2 Aug 15","Domain","Dockers","84","+21","1.22","1.22","-27.5",":","1.91","0.00","2015 Round 18"
"2 Aug 15","Domain","Giants","63","-21","4.50","0.00","+27.5",":","1.91","1.91","2015 Round 18"
"2 Aug 15","Etihad","Bombers","40","-87","2.95","0.00","+16.5",":","1.91","0.00","2015 Round 18"
"2 Aug 15","Etihad","Bulldogs","127","+87","1.42","1.42","-16.5",":","1.91","1.91","2015 Round 18"
"7 Aug 15","Adelaide","Crows","88","+36","2.20","2.20","+5.5",":","1.91","1.91","2015 Round 19"
"7 Aug 15","Adelaide","Tigers","52","-36","1.70","0.00","-5.5",":","1.91","0.00","2015 Round 19"
"8 Aug 15","MCG","Magpies","105","+18","1.23","1.23","-28.5",":","1.91","0.00","2015 Round 19"
"8 Aug 15","MCG","Blues","87","-18","4.40","0.00","+28.5",":","1.91","1.91","2015 Round 19"
"8 Aug 15","Etihad","Bulldogs","128","+64","1.75","1.75","-5.5",":","1.91","1.91","2015 Round 19"
"8 Aug 15","Etihad","Power","64","-64","2.10","0.00","+5.5",":","1.91","0.00","2015 Round 19"
"8 Aug 15","Gabba","Lions","100","-14","2.45","0.00","+9.5",":","1.91","0.00","2015 Round 19"
"8 Aug 15","Gabba","Suns","114","+14","1.58","1.58","-9.5",":","1.91","1.91","2015 Round 19"
"8 Aug 15","Domain","Eagles","74","-14","2.50","0.00","+9.5",":","1.95","0.00","2015 Round 19"
"8 Aug 15","Domain","Hawks","88","+14","1.55","1.55","-9.5",":","1.85","1.85","2015 Round 19"
"8 Aug 15","Simonds","Cats","95","+32","1.98","1.98","-1.5",":","2.00","2.00","2015 Round 19"
"8 Aug 15","Simonds","Swans","63","-32","1.86","0.00","-4.5",":","2.00","0.00","2015 Round 19"
"9 Aug 15","MCG","Demons","92","-35","3.50","0.00","+21.5",":","1.95","0.00","2015 Round 19"
"9 Aug 15","MCG","Kangaroos","127","+35","1.32","1.32","-21.5",":","1.85","1.85","2015 Round 19"
"9 Aug 15","Spotless","Giants","93","+32","1.26","1.26","-27.5",":","1.91","1.91","2015 Round 19"
"9 Aug 15","Spotless","Bombers","61","-32","4.00","0.00","+27.5",":","1.91","0.00","2015 Round 19"
"9 Aug 15","Etihad","Saints","59","-37","2.65","0.00","+12.5",":","1.91","0.00","2015 Round 19"
"9 Aug 15","Etihad","Dockers","96","+37","1.50","1.50","-12.5",":","1.91","1.91","2015 Round 19"
"14 Aug 15","SCG","Swans","87","+11","1.35","1.35","-19.5",":","1.91","0.00","2015 Round 20"
"14 Aug 15","SCG","Magpies","76","-11","3.30","0.00","+19.5",":","1.91","1.91","2015 Round 20"
"15 Aug 15","Etihad","Bombers","59","-112","3.85","0.00","+25.5",":","1.85","0.00","2015 Round 20"
"15 Aug 15","Etihad","Crows","171","+112","1.28","1.28","-25.5",":","1.95","1.95","2015 Round 20"
"15 Aug 15","Blundstone","Kangaroos","120","+37","1.17","1.17","-34.5",":","1.91","1.91","2015 Round 20"
"15 Aug 15","Blundstone","Saints","83","-37","5.30","0.00","+34.5",":","1.91","0.00","2015 Round 20"
"15 Aug 15","Adelaide","Power","111","+21","1.26","1.26","-25.5",":","1.91","0.00","2015 Round 20"
"15 Aug 15","Adelaide","Giants","90","-21","4.00","0.00","+25.5",":","1.91","1.91","2015 Round 20"
"15 Aug 15","Gabba","Lions","131","+64","1.67","1.67","-6.5",":","1.91","1.91","2015 Round 20"
"15 Aug 15","Gabba","Blues","67","-64","2.25","0.00","+6.5",":","1.91","0.00","2015 Round 20"
"15 Aug 15","MCG","Cats","85","-36","4.10","0.00","+27.5",":","1.91","0.00","2015 Round 20"
"15 Aug 15","MCG","Hawks","121","+36","1.25","1.25","-27.5",":","1.91","1.91","2015 Round 20"
"16 Aug 15","MCG","Tigers","138","+83","1.10","1.10","-41.5",":","1.91","1.91","2015 Round 20"
"16 Aug 15","MCG","Suns","55","-83","7.50","0.00","+41.5",":","1.91","0.00","2015 Round 20"
"16 Aug 15","Domain","Dockers","80","-24","1.67","0.00","-6.5",":","1.91","0.00","2015 Round 20"
"16 Aug 15","Domain","Eagles","104","+24","2.25","2.25","+6.5",":","1.91","1.91","2015 Round 20"
"16 Aug 15","Etihad","Bulldogs","153","+98","1.20","1.20","-28.5",":","1.91","1.91","2015 Round 20"
"16 Aug 15","Etihad","Demons","55","-98","4.75","0.00","+28.5",":","1.91","0.00","2015 Round 20"
"21 Aug 15","Etihad","Hawks","86","-22","1.08","0.00","-49.5",":","1.91","0.00","2015 Round 21"
"21 Aug 15","Etihad","Power","108","+22","8.75","8.75","+49.5",":","1.91","1.91","2015 Round 21"
"22 Aug 15","MCG","Magpies","56","-91","2.82","0.00","+14.5",":","1.91","0.00","2015 Round 21"
"22 Aug 15","MCG","Tigers","147","+91","1.45","1.45","-14.5",":","1.91","1.91","2015 Round 21"
"22 Aug 15","Spotless","Giants","44","-89","2.60","0.00","+11.5",":","1.91","0.00","2015 Round 21"
"22 Aug 15","Spotless","Swans","133","+89","1.52","1.52","-11.5",":","1.91","1.91","2015 Round 21"
"22 Aug 15","Metricon","Suns","97","+2","1.55","1.55","-10.5",":","1.91","0.00","2015 Round 21"
"22 Aug 15","Metricon","Bombers","95","-2","2.50","0.00","+10.5",":","1.91","1.91","2015 Round 21"
"22 Aug 15","Adelaide","Crows","131","+87","1.07","1.07","-48.5",":","1.85","1.85","2015 Round 21"
"22 Aug 15","Adelaide","Lions","44","-87","9.25","0.00","+48.5",":","1.95","0.00","2015 Round 21"
"22 Aug 15","Etihad","Saints","97","+0","4.75","2.38","+29.5",":","1.95","1.95","2015 Round 21"
"22 Aug 15","Etihad","Cats","97","+0","1.20","0.60","-29.5",":","1.85","0.00","2015 Round 21"
"23 Aug 15","Etihad","Kangaroos","94","+11","1.73","1.73","-5.5",":","1.95","1.95","2015 Round 21"
"23 Aug 15","Etihad","Dockers","83","-11","2.15","0.00","+5.5",":","1.85","0.00","2015 Round 21"
"23 Aug 15","Domain","Eagles","162","+77","1.31","1.31","-23.5",":","1.91","1.91","2015 Round 21"
"23 Aug 15","Domain","Bulldogs","85","-77","3.60","0.00","+23.5",":","1.91","0.00","2015 Round 21"
"23 Aug 15","MCG","Blues","78","+23","3.25","3.25","+17.5",":","1.91","1.91","2015 Round 21"
"23 Aug 15","MCG","Demons","55","-23","1.36","0.00","-17.5",":","1.91","0.00","2015 Round 21"
"28 Aug 15","MCG","Cats","62","-48","1.43","0.00","-15.5",":","1.91","0.00","2015 Round 22"
"28 Aug 15","MCG","Magpies","110","+48","2.90","2.90","+15.5",":","1.91","1.91","2015 Round 22"
"29 Aug 15","Spotless","Giants","132","+81","1.22","1.22","-30.5",":","1.85","1.85","2015 Round 22"
"29 Aug 15","Spotless","Blues","51","-81","4.50","0.00","+30.5",":","1.95","0.00","2015 Round 22"
"29 Aug 15","Aurora","Hawks","134","+72","1.01","1.01","-68.5",":","1.91","1.91","2015 Round 22"
"29 Aug 15","Aurora","Lions","62","-72","17.00","0.00","+68.5",":","1.91","0.00","2015 Round 22"
"29 Aug 15","Etihad","Kangaroos","73","-23","1.63","0.00","-6.5",":","1.85","0.00","2015 Round 22"
"29 Aug 15","Etihad","Bulldogs","96","+23","2.30","2.30","+6.5",":","1.95","1.95","2015 Round 22"
"29 Aug 15","MCG","Bombers","47","-27","6.30","0.00","+38.5",":","1.91","1.91","2015 Round 22"
"29 Aug 15","MCG","Tigers","74","+27","1.13","1.13","-38.5",":","1.91","0.00","2015 Round 22"
"29 Aug 15","Metricon","Suns","51","-37","3.25","0.00","+19.5",":","1.85","0.00","2015 Round 22"
"29 Aug 15","Metricon","Power","88","+37","1.35","1.35","-19.5",":","1.95","1.95","2015 Round 22"
"30 Aug 15","Adelaide","Crows","126","+57","2.05","2.05","+3.5",":","1.91","1.91","2015 Round 22"
"30 Aug 15","Adelaide","Eagles","69","-57","1.80","0.00","-3.5",":","1.91","0.00","2015 Round 22"
"30 Aug 15","Domain","Dockers","108","+54","1.08","1.08","-43.5",":","1.91","1.91","2015 Round 22"
"30 Aug 15","Domain","Demons","54","-54","8.50","0.00","+43.5",":","1.91","0.00","2015 Round 22"
"30 Aug 15","Etihad","Saints","38","-97","4.50","0.00","+28.5",":","1.91","0.00","2015 Round 22"
"30 Aug 15","Etihad","Swans","135","+97","1.22","1.22","-28.5",":","1.91","1.91","2015 Round 22"
"4 Sep 15","Etihad","Tigers","108","+41","1.07","1.07","-48.5",":","1.91","0.00","2015 Round 23"
"4 Sep 15","Etihad","Kangaroos","67","-41","9.00","0.00","+48.5",":","1.91","1.91","2015 Round 23"
"5 Sep 15","Simonds","Cats","119","+39","2.25","2.25","+8.5",":","1.85","1.85","2015 Round 23"
"5 Sep 15","Simonds","Crows","80","-39","1.68","0.00","-8.5",":","1.95","0.00","2015 Round 23"
"5 Sep 15","Gabba","Lions","130","+8","4.50","4.50","+28.5",":","1.91","1.91","2015 Round 23"
"5 Sep 15","Gabba","Bulldogs","122","-8","1.22","0.00","-28.5",":","1.91","0.00","2015 Round 23"
"5 Sep 15","Adelaide","Power","122","+69","1.08","1.08","-58.5",":","1.91","1.91","2015 Round 23"
"5 Sep 15","Adelaide","Dockers","53","-69","8.50","0.00","+58.5",":","1.91","0.00","2015 Round 23"
"5 Sep 15","MCG","Hawks","113","+57","1.01","1.01","-72.5",":","1.91","0.00","2015 Round 23"
"5 Sep 15","MCG","Blues","56","-57","17.00","0.00","+72.5",":","1.91","1.91","2015 Round 23"
"5 Sep 15","Domain","Eagles","125","+95","1.04","1.04","-53.5",":","1.91","1.91","2015 Round 23"
"5 Sep 15","Domain","Saints","30","-95","12.00","0.00","+53.5",":","1.91","0.00","2015 Round 23"
"5 Sep 15","SCG","Swans","127","+63","1.03","1.03","-55.5",":","1.91","1.91","2015 Round 23"
"5 Sep 15","SCG","Suns","64","-63","13.00","0.00","+55.5",":","1.91","0.00","2015 Round 23"
"6 Sep 15","Etihad","Demons","103","+26","2.40","2.40","+10.5",":","1.85","1.85","2015 Round 23"
"6 Sep 15","Etihad","Giants","77","-26","1.58","0.00","-10.5",":","1.95","0.00","2015 Round 23"
"6 Sep 15","MCG","Magpies","92","-3","1.30","0.00","-23.5",":","1.91","0.00","2015 Round 23"
"6 Sep 15","MCG","Bombers","95","+3","3.50","3.50","+23.5",":","1.91","1.91","2015 Round 23"
"11 Sep 15","Domain","Eagles","96","+32","2.42","2.42","+7.5",":","1.95","1.95","2015 Finals Week 1"
"11 Sep 15","Domain","Hawks","64","-32","1.60","0.00","-7.5",":","1.85","0.00","2015 Finals Week 1"
"12 Sep 15","Domain","Dockers","69","+9","1.36","1.36","-16.5",":","1.91","0.00","2015 Finals Week 1"
"12 Sep 15","Domain","Swans","60","-9","3.20","0.00","+16.5",":","1.91","1.91","2015 Finals Week 1"
"12 Sep 15","MCG","Bulldogs","102","-7","1.93","0.00","-1.5",":","1.95","0.00","2015 Finals Week 1"
"12 Sep 15","MCG","Crows","109","+7","1.93","1.93","-1.5",":","1.95","1.95","2015 Finals Week 1"
"13 Sep 15","MCG","Tigers","88","-17","1.65","0.00","-8.5",":","1.91","0.00","2015 Finals Week 1"
"13 Sep 15","MCG","Kangaroos","105","+17","2.30","2.30","+8.5",":","1.91","1.91","2015 Finals Week 1"
"18 Sep 15","MCG","Hawks","135","+74","1.37","1.37","-24.5",":","1.91","1.91","2015 Finals Week 2"
"18 Sep 15","MCG","Crows","61","-74","3.25","0.00","+24.5",":","1.91","0.00","2015 Finals Week 2"
"19 Sep 15","ANZ","Swans","51","-26","1.53","0.00","-10.5",":","1.91","0.00","2015 Finals Week 2"
"19 Sep 15","ANZ","Kangaroos","77","+26","2.55","2.55","+10.5",":","1.91","1.91","2015 Finals Week 2"
"25 Sep 15","Domain","Dockers","67","-27","2.15","0.00","+6.5",":","1.91","0.00","2015 Finals Week 3"
"25 Sep 15","Domain","Hawks","94","+27","1.74","1.74","-6.5",":","1.91","1.91","2015 Finals Week 3"
"26 Sep 15","Domain","Eagles","80","+25","1.24","1.24","-30.5",":","1.91","0.00","2015 Finals Week 3"
"26 Sep 15","Domain","Kangaroos","55","-25","4.20","0.00","+30.5",":","1.91","1.91","2015 Finals Week 3"
"3 Oct 15","MCG","Hawks","107","+46","1.63","1.63","-9.5",":","1.91","1.91","2015 Grand Final"
"3 Oct 15","MCG","Eagles","61","-46","2.40","0.00","+9.5",":","1.91","0.00","2015 Grand Final"
